;City;Place found;Latitude;Longitude;Obscuration;Magnitude
406;Łochów ;Łochów, gmina Łochów, powiat węgrowski, województwo mazowieckie, Polska;52.5304;21.6853;10.4;0.201
407;Łomianki ;Łomianki, gmina Łomianki, powiat warszawski zachodni, województwo mazowieckie, 05-092, Polska;52.3355;20.8950;10.2;0.199
408;Łomża ;Łomża, województwo podlaskie, Polska;53.1751;22.0728;11.5;0.217
409;Łosice ;Łosice, gmina Łosice, powiat łosicki, województwo mazowieckie, 08-200, Polska;52.2115;22.7173;9.5;0.189
410;Łowicz ;Łowicz, powiat łowicki, województwo łódzkie, Polska;52.1077;19.9448;10.0;0.197
411;Łódź ;Łódź, województwo łódzkie, Polska;51.7687;19.4570;9.5;0.19
412;Łuków ;Łuków, powiat łukowski, województwo lubelskie, 21-400, Polska;51.9301;22.3791;9.0;0.183
413;Maków Mazowiecki ;Maków Mazowiecki, powiat makowski, województwo mazowieckie, 06-200, Polska;52.8657;21.1012;11.2;0.212
414;Maków Podhalański ;Maków Podhalański, gmina Maków Podhalański, powiat suski, województwo małopolskie, Polska;49.7299;19.6769;5.8;0.136
415;Malbork ;Malbork, powiat malborski, województwo pomorskie, 82-200, Polska;54.0359;19.0349;14.3;0.251
416;Małogoszcz ;Małogoszcz, gmina Małogoszcz, powiat jędrzejowski, województwo świętokrzyskie, Polska;50.8123;20.2648;7.5;0.162
417;Małomice ;Małomice, gmina Małomice, powiat żagański, województwo lubuskie, 67-320, Polska;51.5550;15.4473;10.6;0.205
418;Margonin ;Margonin, gmina Margonin, powiat chodzieski, województwo wielkopolskie, 64-830, Polska;52.9733;17.0949;12.8;0.232
419;Marki ;Marki, powiat wołomiński, województwo mazowieckie, Polska;52.3255;21.1055;10.1;0.198
420;Maszewo ;Maszewo, gmina Maszewo, powiat goleniowski, województwo zachodniopomorskie, 72-130, Polska;53.4962;15.0614;14.7;0.255
421;Miasteczko Śląskie ;Miasteczko Śląskie, powiat tarnogórski, województwo śląskie, 42-610, Polska;50.4916;18.9230;7.3;0.159
422;Miastko ;Miastko, gmina Miastko, powiat bytowski, województwo pomorskie, 77-200, Polska;54.0001;16.9775;14.9;0.259
423;Michałowo ;Michałowo, gmina Michałowo, powiat białostocki, województwo podlaskie, Polska;53.0329;23.6067;10.9;0.208
424;Miechów ;Miechów, gmina Miechów, powiat miechowski, województwo małopolskie, 32-200, Polska;50.3566;20.0277;6.8;0.151
425;Miejska Górka ;Miejska Górka, gmina Miejska Górka, powiat rawicki, województwo wielkopolskie, Polska;51.6552;16.9561;10.2;0.199
426;Mielec ;Mielec, powiat mielecki, województwo podkarpackie, Polska;50.2893;21.4244;6.2;0.143
427;Mielno ;Mielno, gmina Mielno, powiat koszaliński, województwo zachodniopomorskie, 76-032, Polska;54.2590;16.0540;15.8;0.269
428;Mieroszów ;Mieroszów, gmina Mieroszów, powiat wałbrzyski, województwo dolnośląskie, 58-350, Polska;50.6670;16.1862;8.6;0.178
429;Mieszkowice ;Mieszkowice, gmina Mieszkowice, powiat gryfiński, województwo zachodniopomorskie, 74-505, Polska;52.7854;14.4954;13.5;0.241
430;Międzybórz ;Międzybórz, gmina Międzybórz, powiat oleśnicki, województwo dolnośląskie, 56-413, Polska;51.3977;17.6650;9.4;0.189
431;Międzychód ;Międzychód, gmina Międzychód, powiat międzychodzki, województwo wielkopolskie, 64-400, Polska;52.6046;15.8935;12.5;0.229
432;Międzylesie ;Międzylesie, gmina Międzylesie, powiat kłodzki, województwo dolnośląskie, Polska;50.1480;16.6669;7.5;0.162
433;Międzyrzec Podlaski ;Międzyrzec Podlaski, powiat bialski, województwo lubelskie, 21-560, Polska;51.9853;22.7842;9.0;0.183
434;Międzyrzecz ;Międzyrzecz, gmina Międzyrzecz, powiat międzyrzecki, województwo lubuskie, 66-300, Polska;52.4448;15.5786;12.3;0.226
435;Międzyzdroje ;Międzyzdroje, gmina Międzyzdroje, powiat kamieński, województwo zachodniopomorskie, Polska;53.9283;14.4489;15.8;0.269
436;Mikołajki ;Mikołajki, gmina Mikołajki, powiat mrągowski, województwo warmińsko-mazurskie, 11-730, Polska;53.7982;21.5772;13.0;0.235
437;Mikołów ;Mikołów, powiat mikołowski, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, Polska;50.1692;18.9044;6.8;0.151
438;Mikstat ;Mikstat, gmina Mikstat, powiat ostrzeszowski, województwo wielkopolskie, Polska;51.5315;17.9711;9.6;0.191
439;Milanówek ;Milanówek, powiat grodziski, województwo mazowieckie, 05-822, Polska;52.1266;20.6641;9.8;0.195
440;Milicz ;Milicz, gmina Milicz, powiat milicki, województwo dolnośląskie, 56-300, Polska;51.5320;17.2752;9.8;0.194
441;Miłakowo ;Miłakowo, gmina Miłakowo, powiat ostródzki, województwo warmińsko-mazurskie, Polska;54.0102;20.0711;13.9;0.246
442;Miłomłyn ;Miłomłyn, gmina Miłomłyn, powiat ostródzki, województwo warmińsko-mazurskie, 14-140, Polska;53.7634;19.8414;13.4;0.24
443;Miłosław ;Miłosław, gmina Miłosław, powiat wrzesiński, województwo wielkopolskie, Polska;52.2023;17.4892;11.1;0.211
444;Mińsk Mazowiecki ;Mińsk Mazowiecki, powiat miński, województwo mazowieckie, Polska;52.1796;21.5695;9.7;0.193
445;Mirosławiec ;Mirosławiec, gmina Mirosławiec, powiat wałecki, województwo zachodniopomorskie, Polska;53.3417;16.0909;13.9;0.246
446;Mirsk ;Mirsk, gmina Mirsk, powiat lwówecki, województwo dolnośląskie, 59-630, Polska;50.9722;15.3858;9.5;0.19
447;Mława ;Mława, powiat mławski, województwo mazowieckie, 06-500, Polska;53.1116;20.3832;11.9;0.221
448;Młynary ;Młynary, gmina Młynary, powiat elbląski, województwo warmińsko-mazurskie, Polska;54.1876;19.7229;14.3;0.252
449;Modliborzyce ;Modliborzyce, gmina Modliborzyce, powiat janowski, województwo lubelskie, Polska;50.7534;22.3292;6.8;0.152
450;Mogielnica ;Mogielnica, gmina Mogielnica, powiat grójecki, województwo mazowieckie, Polska;51.6930;20.7234;9.0;0.183
451;Mogilno ;Mogilno, gmina Mogilno, powiat mogileński, województwo kujawsko-pomorskie, 88-300, Polska;52.6573;17.9501;11.8;0.22
452;Mońki ;Mońki, gmina Mońki, powiat moniecki, województwo podlaskie, 19-100, Polska;53.4066;22.7984;11.8;0.221
453;Morawica ;Morawica, gmina Liszki, powiat krakowski, województwo małopolskie, Polska;50.0764;19.7500;6.3;0.144
454;Morąg ;Morąg, gmina Morąg, powiat ostródzki, województwo warmińsko-mazurskie, 14-300, Polska;53.9120;19.9280;13.7;0.244
455;Mordy ;Mordy, gmina Mordy, powiat siedlecki, województwo mazowieckie, Polska;52.2107;22.5154;9.5;0.19
456;Moryń ;Moryń, gmina Moryń, powiat gryfiński, województwo zachodniopomorskie, 74-503, Polska;52.8558;14.3968;13.6;0.243
457;Mosina ;Mosina, gmina Mosina, powiat poznański, województwo wielkopolskie, 62-050, Polska;52.2456;16.8473;11.4;0.215
458;Mrągowo ;Mrągowo, powiat mrągowski, województwo warmińsko-mazurskie, 11-700, Polska;53.8661;21.3046;13.2;0.238
459;Mrocza ;Mrocza, gmina Mrocza, powiat nakielski, województwo kujawsko-pomorskie, 89-115, Polska;53.2438;17.6072;13.1;0.237
460;Mrozy ;Mrozy, gmina Mrozy, powiat miński, województwo mazowieckie, Polska;52.1656;21.8002;9.6;0.191
461;Mszana Dolna ;Mszana Dolna, powiat limanowski, województwo małopolskie, 34-730, Polska;49.6780;20.0820;5.6;0.132
462;Mszczonów ;Mszczonów, gmina Mszczonów, powiat żyrardowski, województwo mazowieckie, Polska;51.9740;20.5127;9.6;0.191
463;Murowana Goślina ;Murowana Goślina, gmina Murowana Goślina, powiat poznański, województwo wielkopolskie, 62-095, Polska;52.5758;17.0098;12.0;0.222
464;Muszyna ;Muszyna, gmina Muszyna, powiat nowosądecki, województwo małopolskie, 33-370, Polska;49.3562;20.8967;4.8;0.12
465;Mysłowice ;Mysłowice, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, Polska;50.2415;19.1415;6.8;0.152
466;Myszków ;Myszków, powiat myszkowski, województwo śląskie, 42-300, Polska;50.5736;19.3219;7.4;0.16
467;Myszyniec ;Myszyniec, gmina Myszyniec, powiat ostrołęcki, województwo mazowieckie, 07-430, Polska;53.3832;21.3421;12.2;0.225
468;Myślenice ;Myślenice, gmina Myślenice, powiat myślenicki, województwo małopolskie, 32-400, Polska;49.8346;19.9384;5.9;0.137
469;Myślibórz ;Myślibórz, gmina Myślibórz, powiat myśliborski, województwo zachodniopomorskie, 74-300, Polska;52.9248;14.8665;13.6;0.242
470;Nakło nad Notecią ;Nakło nad Notecią, gmina Nakło nad Notecią, powiat nakielski, województwo kujawsko-pomorskie, Polska;53.1387;17.5999;12.9;0.234
471;Nałęczów ;Nałęczów, gmina Nałęczów, powiat puławski, województwo lubelskie, 24-140, Polska;51.2876;22.2148;7.8;0.167
472;Namysłów ;Namysłów, gmina Namysłów, powiat namysłowski, województwo opolskie, Polska;51.0766;17.7186;8.8;0.18
473;Narol ;Narol, gmina Narol, powiat lubaczowski, województwo podkarpackie, Polska;50.3488;23.3274;5.9;0.137
474;Nasielsk ;Nasielsk, gmina Nasielsk, powiat nowodworski, województwo mazowieckie, 06-130, Polska;52.5868;20.8130;10.7;0.206
475;Nekla ;Nekla, gmina Nekla, powiat wrzesiński, województwo wielkopolskie, 62-330, Polska;52.3656;17.4145;11.4;0.215
476;Nidzica ;Nidzica, gmina Nidzica, powiat nidzicki, województwo warmińsko-mazurskie, Polska;53.3614;20.4276;12.4;0.228
477;Niemcza ;Niemcza, gmina Niemcza, powiat dzierżoniowski, województwo dolnośląskie, 58-230, Polska;50.7163;16.8350;8.5;0.176
478;Niemodlin ;Niemodlin, gmina Niemodlin, powiat opolski, województwo opolskie, 49-100, Polska;50.6416;17.6211;8.0;0.17
479;Niepołomice ;Niepołomice, gmina Niepołomice, powiat wielicki, województwo małopolskie, 32-005, Polska;50.0332;20.2168;6.1;0.141
480;Nieszawa ;Nieszawa, powiat aleksandrowski, województwo kujawsko-pomorskie, 87-730, Polska;52.8335;18.9011;11.8;0.22
481;Nisko ;Nisko, gmina Nisko, powiat niżański, województwo podkarpackie, Polska;50.5199;22.1399;6.5;0.146
482;Nowa Dęba ;Nowa Dęba, gmina Nowa Dęba, powiat tarnobrzeski, województwo podkarpackie, Polska;50.4133;21.7491;6.4;0.145
483;Nowa Ruda ;Nowa Ruda, powiat kłodzki, województwo dolnośląskie, Polska;50.5792;16.5015;8.4;0.174
484;Nowa Sarzyna ;Nowa Sarzyna, gmina Nowa Sarzyna, powiat leżajski, województwo podkarpackie, Polska;50.3199;22.3434;6.1;0.14
485;Nowa Słupia ;Nowa Słupia, gmina Nowa Słupia, powiat kielecki, województwo świętokrzyskie, Polska;50.8640;21.0907;7.4;0.16
486;Nowa Sól ;Nowa Sól, powiat nowosolski, województwo lubuskie, 67-100, Polska;51.8020;15.7176;11.0;0.209
487;Nowe ;Nowe, gmina Nowe, powiat świecki, województwo kujawsko-pomorskie, Polska;53.6462;18.7290;13.5;0.242
488;Nowe Brzesko ;Nowe Brzesko, gmina Nowe Brzesko, powiat proszowicki, województwo małopolskie, Polska;50.1323;20.3767;6.3;0.143
489;Nowe Miasteczko ;Nowe Miasteczko, gmina Nowe Miasteczko, powiat nowosolski, województwo lubuskie, 67-124, Polska;51.6908;15.7312;10.7;0.207
490;Nowe Miasto Lubawskie ;Nowe Miasto Lubawskie, powiat nowomiejski, województwo warmińsko-mazurskie, 13-300, Polska;53.4256;19.5936;12.8;0.233
491;Nowe Miasto nad Pilicą ;Nowe Miasto nad Pilicą, gmina Nowe Miasto nad Pilicą, powiat grójecki, województwo mazowieckie, 26-420, Polska;51.6167;20.5796;8.9;0.182
492;Nowe Skalmierzyce ;Nowe Skalmierzyce, gmina Nowe Skalmierzyce, powiat ostrowski, województwo wielkopolskie, Polska;51.7109;17.9943;9.9;0.195
493;Nowe Warpno ;Nowe Warpno, gmina Nowe Warpno, powiat policki, województwo zachodniopomorskie, 72-022, Polska;53.7253;14.2809;15.5;0.265
494;Nowogard ;Nowogard, gmina Nowogard, powiat goleniowski, województwo zachodniopomorskie, 72-200, Polska;53.6688;15.1226;15.0;0.259
495;Nowogrodziec ;Nowogrodziec, gmina Nowogrodziec, powiat bolesławiecki, województwo dolnośląskie, 59-730, Polska;51.1971;15.3987;9.9;0.196
496;Nowogród ;Nowogród, gmina Nowogród, powiat łomżyński, województwo podlaskie, 18-414, Polska;53.2281;21.8798;11.7;0.219
497;Nowogród Bobrzański ;Nowogród Bobrzański, gmina Nowogród Bobrzański, powiat zielonogórski, województwo lubuskie, 66-010, Polska;51.7986;15.2365;11.2;0.212
498;Nowy Dwór Gdański ;Nowy Dwór Gdański, gmina Nowy Dwór Gdański, powiat nowodworski, województwo pomorskie, Polska;54.2146;19.1151;14.6;0.255
499;Nowy Dwór Mazowiecki ;Nowy Dwór Mazowiecki, powiat nowodworski, województwo mazowieckie, Polska;52.4307;20.7155;10.4;0.202
500;Nowy Korczyn ;Nowy Korczyn, gmina Nowy Korczyn, powiat buski, województwo świętokrzyskie, Polska;50.2994;20.8091;6.4;0.146
501;Nowy Sącz ;Nowy Sącz, województwo małopolskie, 33-300, Polska;49.6249;20.6913;5.3;0.128
502;Nowy Staw ;Nowy Staw, gmina Nowy Staw, powiat malborski, województwo pomorskie, Polska;54.1343;19.0087;14.5;0.253
503;Nowy Targ ;Nowy Targ, powiat nowotarski, województwo małopolskie, Polska;49.4818;20.0305;5.3;0.127
504;Nowy Tomyśl ;Nowy Tomyśl, gmina Nowy Tomyśl, powiat nowotomyski, województwo wielkopolskie, 64-300, Polska;52.3178;16.1292;11.8;0.22
505;Nowy Wiśnicz ;Nowy Wiśnicz, gmina Nowy Wiśnicz, powiat bocheński, województwo małopolskie, Polska;49.9153;20.4622;5.9;0.137
506;Nysa ;Nysa, gmina Nysa, powiat nyski, województwo opolskie, Polska;50.4738;17.3325;7.8;0.167
507;Oborniki ;Oborniki, gmina Oborniki, powiat obornicki, województwo wielkopolskie, 64-600, Polska;52.6455;16.8100;12.2;0.225
508;Oborniki Śląskie ;Oborniki Śląskie, gmina Oborniki Śląskie, powiat trzebnicki, województwo dolnośląskie, 55-120, Polska;51.3011;16.9146;9.5;0.19
509;Obrzycko ;Obrzycko, powiat szamotulski, województwo wielkopolskie, 64-520, Polska;52.7020;16.5301;12.4;0.228
510;Odolanów ;Odolanów, gmina Odolanów, powiat ostrowski, województwo wielkopolskie, 63-430, Polska;51.5742;17.6735;9.8;0.193
511;Ogrodzieniec ;Ogrodzieniec, gmina Ogrodzieniec, powiat zawierciański, województwo śląskie, 42-440, Polska;50.4521;19.5214;7.1;0.155
512;Okonek ;Okonek, gmina Okonek, powiat złotowski, województwo wielkopolskie, Polska;53.5348;16.8516;14.0;0.247
513;Olecko ;Olecko, gmina Olecko, powiat olecki, województwo warmińsko-mazurskie, 19-401, Polska;54.0398;22.4934;13.2;0.238
514;Olesno ;Olesno, gmina Olesno, powiat oleski, województwo opolskie, 46-300, Polska;50.8767;18.4219;8.2;0.172
515;Oleszyce ;Oleszyce, gmina Oleszyce, powiat lubaczowski, województwo podkarpackie, Polska;50.1682;23.0315;5.7;0.134
516;Oleśnica ;Oleśnica, powiat oleśnicki, województwo dolnośląskie, 56-400, Polska;51.2095;17.3805;9.2;0.186
517;Oleśnica;Oleśnica, gmina Oleśnica, powiat staszowski, województwo świętokrzyskie, 28-220, Polska;50.4506;21.0638;6.6;0.149
518;Olkusz ;Olkusz, gmina Olkusz, powiat olkuski, województwo małopolskie, Polska;50.2788;19.5596;6.8;0.151
519;Olsztyn ;Olsztyn, województwo warmińsko-mazurskie, Polska;53.7767;20.4765;13.2;0.238
520;Olsztynek ;Olsztynek, gmina Olsztynek, powiat olsztyński, województwo warmińsko-mazurskie, 11-015, Polska;53.5834;20.2816;12.9;0.234
521;Olszyna ;Olszyna, gmina Olszyna, powiat lubański, województwo dolnośląskie, Polska;51.0656;15.3753;9.7;0.193
522;Oława ;Oława, powiat oławski, województwo dolnośląskie, 55-200, Polska;50.9432;17.2957;8.7;0.179
523;Opalenica ;Opalenica, gmina Opalenica, powiat nowotomyski, województwo wielkopolskie, 64-330, Polska;52.3088;16.4124;11.7;0.219
524;Opatowiec ;Opatowiec, gmina Opatowiec, powiat kazimierski, województwo świętokrzyskie, Polska;50.2426;20.7238;6.4;0.145
525;Opatów ;Opatów, gmina Opatów, powiat opatowski, województwo świętokrzyskie, 27-500, Polska;50.8018;21.4238;7.2;0.157
526;Opatówek ;Opatówek, gmina Opatówek, powiat kaliski, województwo wielkopolskie, 62-860, Polska;51.7394;18.2137;9.9;0.195
527;Opoczno ;Opoczno, gmina Opoczno, powiat opoczyński, województwo łódzkie, Polska;51.3782;20.2932;8.5;0.176
528;Opole ;Opole, województwo opolskie, Polska;50.6668;17.9236;8.0;0.169
529;Opole Lubelskie ;Opole Lubelskie, gmina Opole Lubelskie, powiat opolski, województwo lubelskie, Polska;51.1475;21.9664;7.6;0.164
530;Orneta ;Orneta, gmina Orneta, powiat lidzbarski, województwo warmińsko-mazurskie, 11-130, Polska;54.1156;20.1303;14.1;0.248
531;Orzesze ;Orzesze, powiat mikołowski, województwo śląskie, Polska;50.1439;18.7746;6.8;0.151
532;Orzysz ;Orzysz, gmina Orzysz, powiat piski, województwo warmińsko-mazurskie, Polska;53.8098;21.9474;12.9;0.234
533;Osieczna ;Osieczna, gmina Osieczna, powiat leszczyński, województwo wielkopolskie, Polska;51.9034;16.6762;10.8;0.207
534;Osiek;Osiek, gmina Osiek, powiat staszowski, województwo świętokrzyskie, Polska;50.5195;21.4426;6.6;0.149
535;Ostrołęka ;Ostrołęka, województwo mazowieckie, Polska;53.0843;21.5669;11.5;0.216
536;Ostroróg ;Ostroróg, gmina Ostroróg, powiat szamotulski, województwo wielkopolskie, 64-560, Polska;52.6261;16.4541;12.3;0.226
537;Ostrowiec Świętokrzyski ;Ostrowiec Świętokrzyski, powiat ostrowiecki, województwo świętokrzyskie, 27-400, Polska;50.9399;21.3874;7.4;0.16
538;Ostróda ;Ostróda, powiat ostródzki, województwo warmińsko-mazurskie, Polska;53.7029;19.9623;13.3;0.238
539;Ostrów Lubelski ;Ostrów Lubelski, gmina Ostrów Lubelski, powiat lubartowski, województwo lubelskie, Polska;51.4971;22.8555;8.1;0.17
540;Ostrów Mazowiecka ;Ostrów Mazowiecka, powiat ostrowski, województwo mazowieckie, 07-300, Polska;52.8000;21.8976;10.8;0.208
541;Ostrów Wielkopolski ;Ostrów Wielkopolski, powiat ostrowski, województwo wielkopolskie, 63-400, Polska;51.6495;17.8167;9.9;0.195
542;Ostrzeszów ;Ostrzeszów, gmina Ostrzeszów, powiat ostrzeszowski, województwo wielkopolskie, 63-500, Polska;51.4258;17.9332;9.4;0.188
543;Ośno Lubuskie ;Ośno Lubuskie, gmina Ośno Lubuskie, powiat słubicki, województwo lubuskie, 69-220, Polska;52.4551;14.8682;12.6;0.23
544;Oświęcim ;Oświęcim, powiat oświęcimski, województwo małopolskie, Polska;50.0382;19.2214;6.4;0.146
545;Otmuchów ;Otmuchów, Adama Mickiewicza, Śliwice, Otmuchów, gmina Otmuchów, powiat nyski, województwo opolskie, 48-385, Polska;50.4655;17.1324;7.9;0.168
546;Otwock ;Otwock, powiat otwocki, województwo mazowieckie, Polska;52.1041;21.2681;9.6;0.192
547;Otyń ;Otyń, gmina Otyń, powiat nowosolski, województwo lubuskie, 67-106, Polska;51.8473;15.7104;11.1;0.211
548;Ozimek ;Ozimek, gmina Ozimek, powiat opolski, województwo opolskie, Polska;50.6789;18.2125;7.9;0.168
549;Ozorków ;Ozorków, powiat zgierski, województwo łódzkie, 95-035, Polska;51.9636;19.2918;10.0;0.196
550;Ożarów ;Ożarów, gmina Ożarów, powiat opatowski, województwo świętokrzyskie, Polska;50.8864;21.6656;7.2;0.158
551;Ożarów Mazowiecki ;Ożarów Mazowiecki, gmina Ożarów Mazowiecki, powiat warszawski zachodni, województwo mazowieckie, 05-850, Polska;52.2081;20.7942;10.0;0.196
552;Pabianice ;Pabianice, powiat pabianicki, województwo łódzkie, 95-200, Polska;51.6640;19.3535;9.4;0.188
553;Pacanów ;Pacanów, gmina Pacanów, powiat buski, województwo świętokrzyskie, Polska;50.4000;21.0410;6.5;0.147
554;Paczków ;Paczków, gmina Paczków, powiat nyski, województwo opolskie, Polska;50.4637;17.0058;8.0;0.168
555;Pajęczno ;Pajęczno, gmina Pajęczno, powiat pajęczański, województwo łódzkie, 98-330, Polska;51.1469;18.9957;8.5;0.176
556;Pakość ;Pakość, gmina Pakość, powiat inowrocławski, województwo kujawsko-pomorskie, Polska;52.8073;18.0900;12.0;0.223
557;Parczew ;Parczew, gmina Parczew, powiat parczewski, województwo lubelskie, 21-200, Polska;51.6390;22.9000;8.3;0.174
558;Pasłęk ;Pasłęk, gmina Pasłęk, powiat elbląski, województwo warmińsko-mazurskie, 14-400, Polska;54.0626;19.6565;14.1;0.249
559;Pasym ;Pasym, gmina Pasym, powiat szczycieński, województwo warmińsko-mazurskie, 12-130, Polska;53.6522;20.7917;12.9;0.234
560;Pelplin ;Pelplin, gmina Pelplin, powiat tczewski, województwo pomorskie, 83-130, Polska;53.9278;18.6985;14.1;0.249
561;Pełczyce ;Pełczyce, gmina Pełczyce, powiat choszczeński, województwo zachodniopomorskie, 73-260, Polska;53.0422;15.3059;13.6;0.243
562;Piaseczno ;Piaseczno, gmina Piaseczno, powiat piaseczyński, województwo mazowieckie, Polska;52.0747;21.0271;9.6;0.192
563;Piaski;Piaski, gmina Piaski, powiat świdnicki, województwo lubelskie, Polska;51.1378;22.8475;7.4;0.16
564;Piastów ;Piastów, powiat pruszkowski, województwo mazowieckie, Polska;52.1813;20.8416;9.9;0.195
565;Piątek;Piątek, gmina Piątek, powiat łęczycki, województwo łódzkie, Polska;52.0690;19.4800;10.1;0.198
566;Piechowice ;Piechowice, powiat karkonoski, województwo dolnośląskie, Polska;50.8495;15.5976;9.2;0.186
567;Piekary Śląskie ;Piekary Śląskie, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, Polska;50.3840;18.9456;7.1;0.156
568;Pieniężno ;Pieniężno, gmina Pieniężno, powiat braniewski, województwo warmińsko-mazurskie, Polska;54.2386;20.1258;14.3;0.251
569;Pieńsk ;Pieńsk, gmina Pieńsk, powiat zgorzelecki, województwo dolnośląskie, 59-930, Polska;51.2458;15.0450;10.2;0.199
570;Pierzchnica ;Pierzchnica, gmina Pierzchnica, powiat kielecki, województwo świętokrzyskie, 26-015, Polska;50.6974;20.7544;7.1;0.157
571;Pieszyce ;Pieszyce, gmina Pieszyce, powiat dzierżoniowski, województwo dolnośląskie, 58-250, Polska;50.7124;16.5816;8.6;0.177
572;Pilawa;Pilawa, gmina Pilawa, powiat garwoliński, województwo mazowieckie, Polska;51.9595;21.5272;9.3;0.187
573;Pilica;Pilica, gmina Pilica, powiat zawierciański, województwo śląskie, Polska;50.4681;19.6574;7.1;0.155
574;Pilzno;Pilzno, gmina Pilzno, powiat dębicki, województwo podkarpackie, 39-220, Polska;49.9786;21.2908;5.8;0.135
575;Piła;Piła, powiat pilski, województwo wielkopolskie, 64-920, Polska;53.1511;16.7380;13.3;0.238
576;Piława Górna ;Piława Górna, powiat dzierżoniowski, województwo dolnośląskie, 58-240, Polska;50.6829;16.7511;8.4;0.175
577;Pińczów ;Pińczów, gmina Pińczów, powiat pińczowski, województwo świętokrzyskie, Polska;50.5202;20.5256;6.9;0.153
578;Pionki ;Pionki, powiat radomski, województwo mazowieckie, Polska;51.4730;21.4438;8.4;0.174
579;Piotrków Kujawski ;Piotrków Kujawski, gmina Piotrków Kujawski, powiat radziejowski, województwo kujawsko-pomorskie, 88-230, Polska;52.5506;18.4987;11.4;0.215
580;Piotrków Trybunalski ;Piotrków Trybunalski, województwo łódzkie, 97-300, Polska;51.4083;19.6961;8.8;0.18
581;Pisz ;Pisz, gmina Pisz, powiat piski, województwo warmińsko-mazurskie, 12-200, Polska;53.6295;21.8098;12.6;0.23
582;Piwniczna-Zdrój ;Piwniczna-Zdrój, gmina Piwniczna-Zdrój, powiat nowosądecki, województwo małopolskie, 33-350, Polska;49.4406;20.7142;5.0;0.123
583;Pleszew ;Pleszew, gmina Pleszew, powiat pleszewski, województwo wielkopolskie, 63-300, Polska;51.8961;17.7866;10.3;0.201
584;Płock ;Płock, województwo mazowieckie, Polska;52.5465;19.7009;11.0;0.209
585;Płońsk ;Płońsk, powiat płoński, województwo mazowieckie, 09-100, Polska;52.6227;20.3705;10.9;0.209
586;Płoty ;Płoty, gmina Płoty, powiat gryficki, województwo zachodniopomorskie, 72-310, Polska;53.8031;15.2664;15.2;0.262
587;Pniewy ;Pniewy, gmina Pniewy, powiat szamotulski, województwo wielkopolskie, Polska;52.5090;16.2566;12.1;0.224
588;Pobiedziska ;Pobiedziska, gmina Pobiedziska, powiat poznański, województwo wielkopolskie, Polska;52.4773;17.2870;11.7;0.219
589;Poddębice ;Poddębice, gmina Poddębice, powiat poddębicki, województwo łódzkie, 91-200, Polska;51.8932;18.9517;9.9;0.196
590;Podkowa Leśna ;Podkowa Leśna, powiat grodziski, województwo mazowieckie, 05-807, Polska;52.1218;20.7296;9.8;0.194
591;Pogorzela ;Pogorzela, gmina Pogorzela, powiat gostyński, województwo wielkopolskie, Polska;51.8224;17.2310;10.4;0.202
592;Polanica-Zdrój ;Polanica-Zdrój, powiat kłodzki, województwo dolnośląskie, 57-320, Polska;50.3989;16.5062;8.0;0.169
593;Polanów ;Polanów, gmina Polanów, powiat koszaliński, województwo zachodniopomorskie, Polska;54.1192;16.6872;15.3;0.263
594;Police ;Police, gmina Police, powiat policki, województwo zachodniopomorskie, Polska;53.5486;14.5657;15.0;0.259
595;Polkowice ;Polkowice, gmina Polkowice, powiat polkowicki, województwo dolnośląskie, Polska;51.5039;16.0713;10.2;0.2
596;Połaniec ;Połaniec, gmina Połaniec, powiat staszowski, województwo świętokrzyskie, 28-230, Polska;50.4329;21.2810;6.5;0.147
597;Połczyn-Zdrój ;Połczyn-Zdrój, gmina Połczyn-Zdrój, powiat świdwiński, województwo zachodniopomorskie, 78-320, Polska;53.7649;16.0953;14.8;0.257
598;Poniatowa ;Poniatowa, gmina Poniatowa, powiat opolski, województwo lubelskie, Polska;51.1930;22.0650;7.7;0.165
599;Poniec ;Poniec, gmina Poniec, powiat gostyński, województwo wielkopolskie, 64-125, Polska;51.7650;16.8060;10.5;0.203
600;Poręba ;Poręba, powiat zawierciański, województwo śląskie, 42-480, Polska;50.4876;19.3379;7.2;0.157
601;Poznań ;Poznań, województwo wielkopolskie, Polska;52.4083;16.9335;11.7;0.219
602;Prabuty ;Prabuty, gmina Prabuty, powiat kwidzyński, województwo pomorskie, 82-550, Polska;53.7560;19.2044;13.6;0.243
603;Praszka ;Praszka, gmina Praszka, powiat oleski, województwo opolskie, Polska;51.0554;18.4485;8.5;0.176
604;Prochowice ;Prochowice, gmina Prochowice, powiat legnicki, województwo dolnośląskie, 59-230, Polska;51.2734;16.3644;9.7;0.192
605;Proszowice ;Proszowice, gmina Proszowice, powiat proszowicki, województwo małopolskie, Polska;50.1926;20.2918;6.4;0.145
606;Prószków ;Prószków, gmina Prószków, powiat opolski, województwo opolskie, Polska;50.5787;17.8700;7.8;0.167
607;Pruchnik ;Pruchnik, gmina Pruchnik, powiat jarosławski, województwo podkarpackie, 37-560, Polska;49.9061;22.5161;5.3;0.128
608;Prudnik ;Prudnik, gmina Prudnik, powiat prudnicki, województwo opolskie, 48-200, Polska;50.3217;17.5801;7.5;0.162
